old_symbol	new_symbol
KCTD10	KCTD10
MSTP028	KCTD10
BTBD28	KCTD10
KCTD11	KCTD11
REN	KCTD11
KCASH1	KCTD11
C17orf36	KCTD11
KCTD12	KCTD12
KIAA1778	KCTD12
PFET1	KCTD12
C13orf2	KCTD12
KCTD13	KCTD13
PDIP1	KCTD13
FKSG86	KCTD13
POLDIP1	KCTD13
KCTD14	KCTD14
MGC2376	KCTD14
KCTD15	KCTD15
MGC25497	KCTD15
KCTD16	KCTD16
KIAA1317	KCTD16
KCTD17	KCTD17
FLJ12242	KCTD17
KCTD18	KCTD18
FLJ31322	KCTD18
6530404F10Rik	KCTD18
FLJ37818	KCTD18
KCTD19	KCTD19
FLJ40162	KCTD19
KCTD20	KCTD20
dJ108K11.3	KCTD20
MGC14254	KCTD20
C6orf69	KCTD20
KCTD21	KCTD21
KCASH2	KCTD21
KDELC1	KDELC1
MGC5302	KDELC1
EP58	KDELC1
KDELC2	KDELC2
MGC33424	KDELC2
KDELR1	KDELR1
ERD2.1	KDELR1
ERD2	KDELR1
HDEL	KDELR1
KDELR2	KDELR2
ELP-1	KDELR2
ERD2.2	KDELR2
KDELR3	KDELR3
KDF1	KDF1
FLJ34633	KDF1
RP11-344H11.3	KDF1
C1orf172	KDF1
KDM1A	KDM1A
KIAA0601	KDM1A
BHC110	KDM1A
LSD1	KDM1A
AOF2	KDM1A
KDM1	KDM1A
KDM1B	KDM1B
FLJ34109	KDM1B
FLJ33898	KDM1B
dJ298J15.2	KDM1B
bA204B7.3	KDM1B
FLJ43328	KDM1B
LSD2	KDM1B
C6orf193	KDM1B
AOF1	KDM1B
KDM2A	KDM2A
KIAA1004	KDM2A
FBL11	KDM2A
LILINA	KDM2A
DKFZP434M1735	KDM2A
FBL7	KDM2A
FLJ00115	KDM2A
CXXC8	KDM2A
JHDM1A	KDM2A
FBXL11	KDM2A
KDM2B	KDM2B
PCCX2	KDM2B
CXXC2	KDM2B
Fbl10	KDM2B
JHDM1B	KDM2B
FBXL10	KDM2B
KDM3A	KDM3A
TSGA	KDM3A
KIAA0742	KDM3A
JHMD2A	KDM3A
JMJD1	KDM3A
JMJD1A	KDM3A
KDM3B	KDM3B
KIAA1082	KDM3B
NET22	KDM3B
C5orf7	KDM3B
JMJD1B	KDM3B
KDM4A	KDM4A
KIAA0677	KDM4A
JHDM3A	KDM4A
TDRD14A	KDM4A
JMJD2	KDM4A
JMJD2A	KDM4A
KDM4B	KDM4B
KIAA0876	KDM4B
TDRD14B	KDM4B
JMJD2B	KDM4B
KDM4C	KDM4C
GASC1	KDM4C
KIAA0780	KDM4C
TDRD14C	KDM4C
JMJD2C	KDM4C
KDM4D	KDM4D
FLJ10251	KDM4D
JMJD2D	KDM4D
KDM4E	KDM4E
JMJD2E	KDM4E
KDM5E	KDM4E
KDM4DL	KDM4E
KDM5A	KDM5A
RBBP2	KDM5A
JARID1A	KDM5A
KDM5B	KDM5B
RBBP2H1A	KDM5B
PLU-1	KDM5B
CT31	KDM5B
PPP1R98	KDM5B
JARID1B	KDM5B
KDM5C	KDM5C
DXS1272E	KDM5C
XE169	KDM5C
SMCX	KDM5C
JARID1C	KDM5C
MRX13	KDM5C
KDM5D	KDM5D
KIAA0234	KDM5D
HYA	KDM5D
HY	KDM5D
SMCY	KDM5D
JARID1D	KDM5D
KDM6A	KDM6A
UTX	KDM6A
KDM6B	KDM6B
KIAA0346	KDM6B
JMJD3	KDM6B
KDM7A	KDM7A
KIAA1718	KDM7A
JHDM1D	KDM7A
KDM8	KDM8
FLJ13798	KDM8
JMJD5	KDM8
KDR	KDR
FLK1	KDR
VEGFR	KDR
VEGFR2	KDR
CD309	KDR
KDSR	KDSR
DHSR	KDSR
SDR35C1	KDSR
FVT1	KDSR
KEAP1	KEAP1
KIAA0132	KEAP1
MGC10630	KEAP1
MGC1114	KEAP1
MGC20887	KEAP1
MGC4407	KEAP1
MGC9454	KEAP1
INrf2	KEAP1
KLHL19	KEAP1
KEL	KEL
ECE3	KEL
CD238	KEL
KERA	KERA
SLRR2B	KERA
CNA2	KERA
KHDC1	KHDC1
MGC10818	KHDC1
bA257K9.4	KHDC1
NDG1	KHDC1
Em:AC019205.8	KHDC1
C6orf148	KHDC1
C6orf147	KHDC1
KHDC1L	KHDC1L
RP11-257K9.7	KHDC1L
KHDC3L	KHDC3L
ECAT1	KHDC3L
C6orf221	KHDC3L
KHDC4	KHDC4
BLOM7	KHDC4
SNORA80EHG	KHDC4
KIAA0907	KHDC4
KHDRBS1	KHDRBS1
Sam68	KHDRBS1
p62	KHDRBS1
FLJ34027	KHDRBS1
KHDRBS2	KHDRBS2
SLM1	KHDRBS2
SLM-1	KHDRBS2
MGC26664	KHDRBS2
KHDRBS3	KHDRBS3
T-STAR	KHDRBS3
Etle	KHDRBS3
etoile	KHDRBS3
SALP	KHDRBS3
SLM2	KHDRBS3
SLM-2	KHDRBS3
KHK	KHK
KHNYN	KHNYN
KIAA0323	KHNYN
KHSRP	KHSRP
KSRP	KHSRP
FBP2	KHSRP
FUBP2	KHSRP
KIAA0040	KIAA0040
KIAA0100	KIAA0100
DKFZp686M0843	KIAA0100
MGC111488	KIAA0100
BCOX1	KIAA0100
CT101	KIAA0100
BCOX	KIAA0100
FMP27	KIAA0100
KIAA0232	KIAA0232
KIAA0319	KIAA0319
NMIG	KIAA0319
KIAA0319L	KIAA0319L
KIAA1837	KIAA0319L
AAVR	KIAA0319L
KIAA0355	KIAA0355
KIAA0391	KIAA0391
MRPP3	KIAA0391
PRORP	KIAA0391
KIAA0408	KIAA0408
KIAA0513	KIAA0513
KIAA0556	KIAA0556
JBTS26	KIAA0556
KATNIP	KIAA0556
KIAA0586	KIAA0586
Talpid3	KIAA0586
JBTS23	KIAA0586
KIAA0753	KIAA0753
OFIP	KIAA0753
MNR	KIAA0753
KIAA0754	KIAA0754
KIAA0825	KIAA0825
DKFZp686F0372	KIAA0825
MGC34713	KIAA0825
C5orf36	KIAA0825
KIAA0895	KIAA0895
KIAA0895L	KIAA0895L
LOC653319	KIAA0895L
KIAA0930	KIAA0930
bK268H5.C22.1	KIAA0930
C22orf9	KIAA0930
KIAA1107	KIAA1107
KIAA1109	KIAA1109
FLJ21404	KIAA1109
FSA	KIAA1109
KIAA1371	KIAA1109
Tweek	KIAA1109
KIAA1143	KIAA1143
KIAA1147	KIAA1147
LCHN	KIAA1147
KIAA1191	KIAA1191
FLJ21022	KIAA1191
p33MONOX	KIAA1191
p60MONOX	KIAA1191
KIAA1210	KIAA1210
KIAA1211	KIAA1211
KIAA1211L	KIAA1211L
MGC42367	KIAA1211L
C2orf55	KIAA1211L
KIAA1217	KIAA1217
DKFZP761L0424	KIAA1217
SKT	KIAA1217
ETL4	KIAA1217
KIAA1257	KIAA1257
KIAA1324	KIAA1324
maba1	KIAA1324
EIG121	KIAA1324
KIAA1324L	KIAA1324L
FLJ31340	KIAA1324L
EIG121L	KIAA1324L
KIAA1328	KIAA1328
KIAA1522	KIAA1522
KIAA1549	KIAA1549
KIAA1549L	KIAA1549L
G2	KIAA1549L
MGC34830	KIAA1549L
C11orf69	KIAA1549L
C11orf41	KIAA1549L
KIAA1551	KIAA1551
FLJ20696	KIAA1551
FLJ10652	KIAA1551
UTA2-1	KIAA1551
GET	KIAA1551
C12orf35	KIAA1551
KIAA1586	KIAA1586
KIAA1614	KIAA1614
KIAA1671	KIAA1671
KIAA1755	KIAA1755
RP5-1054A22.3	KIAA1755
KIAA1841	KIAA1841
KIAA1958	KIAA1958
FLJ39294	KIAA1958
KIAA2012	KIAA2012
KIAA2013	KIAA2013
MGC33867	KIAA2013
RP5-1077B9.1	KIAA2013
KIAA2026	KIAA2026
FLJ20375	KIAA2026
KIDINS220	KIDINS220
ARMS	KIDINS220
KIF1A	KIF1A
UNC104	KIF1A
ATSV	KIF1A
C2orf20	KIF1A
SPG30	KIF1A
KIF1B	KIF1B
KIAA0591	KIF1B
KLP	KIF1B
HMSNII	KIF1B
CMT2A	KIF1B
CMT2	KIF1B
KIF1BP	KIF1BP
DKFZP586B0923	KIF1BP
TTC20	KIF1BP
KBP	KIF1BP
KIAA1279	KIF1BP
KIF1C	KIF1C
SPAX2	KIF1C
SPG58	KIF1C
SAX2	KIF1C
KIF2A	KIF2A
HK2	KIF2A
KIF2	KIF2A
KIF2B	KIF2B
KIF2C	KIF2C
MCAK	KIF2C
CT139	KIF2C
KNSL6	KIF2C
KIF3A	KIF3A
FLA10	KIF3A
KLP-20	KIF3A
KIF3B	KIF3B
KIAA0359	KIF3B
FLA8	KIF3B
KLP-11	KIF3B
KIF3C	KIF3C
KIF4A	KIF4A
KIF4-G1	KIF4A
KIF4	KIF4A
HSA271784	KIF4A
FLJ12530	KIF4A
FLJ12655	KIF4A
FLJ14204	KIF4A
FLJ20631	KIF4A
MRX100	KIF4A
KIF4B	KIF4B
KIF5A	KIF5A
D12S1889	KIF5A
NKHC	KIF5A
MY050	KIF5A
SPG10	KIF5A
KIF5B	KIF5B
KNS	KIF5B
KNS1	KIF5B
KIF5C	KIF5C
KIF6	KIF6
dJ1043E3.1	KIF6
MGC33317	KIF6
dJ137F1.4	KIF6
dJ188D3.1	KIF6
DKFZp451I2418	KIF6
C6orf102	KIF6
KIF7	KIF7
JBTS12	KIF7
KIF9	KIF9
MGC104186	KIF9
KIF11	KIF11
Eg5	KIF11
HKSP	KIF11
TRIP5	KIF11
KNSL1	KIF11
KIF12	KIF12
KIF13A	KIF13A
bA500C11.2	KIF13A
KIF13B	KIF13B
GAKIN	KIF13B
KIAA0639	KIF13B
KIF14	KIF14
KIAA0042	KIF14
KIF15	KIF15
HKLP2	KIF15
NY-BR-62	KIF15
KNSL7	KIF15
KIF16B	KIF16B
FLJ20135	KIF16B
dJ971B4.1	KIF16B
SNX23	KIF16B
C20orf23	KIF16B
KIF17	KIF17
KIAA1405	KIF17
KIF3X	KIF17
KIF17B	KIF17
OSM-3	KIF17
KLP-2	KIF17
KIF18A	KIF18A
DKFZP434G2226	KIF18A
PPP1R99	KIF18A
KIF18B	KIF18B
KIF19	KIF19
FLJ37300	KIF19
KIF19A	KIF19
KIF20A	KIF20A
RAB6KIFL	KIF20A
KIF20B	KIF20B
MPP1	KIF20B
KRMP1	KIF20B
CT90	KIF20B
MPHOSPH1	KIF20B
KIF21A	KIF21A
FLJ20052	KIF21A
FEOM1	KIF21A
KIF21B	KIF21B
DKFZP434J212	KIF21B
KIAA0449	KIF21B
KIF22	KIF22
Kid	KIF22
OBP-1	KIF22
OBP-2	KIF22
KNSL4	KIF22
KIF23	KIF23
MKLP1	KIF23
MKLP-1	KIF23
KNSL5	KIF23
KIF24	KIF24
bA571F15.4	KIF24
FLJ10933	KIF24
FLJ43884	KIF24
C9orf48	KIF24
KIF25	KIF25
KNSL3	KIF25
KIF26A	KIF26A
KIAA1236	KIF26A
DKFZP434N178	KIF26A
KIF26B	KIF26B
FLJ10157	KIF26B
KIF27	KIF27
DKFZp434D0917	KIF27
KIFAP3	KIFAP3
SMAP	KIFAP3
KAP3	KIFAP3
FLA3	KIFAP3
KAP-1	KIFAP3
KIFC1	KIFC1
HSET	KIFC1
KNSL2	KIFC1
KIFC2	KIFC2
KIFC3	KIFC3
KIN	KIN
KIN17	KIN
Rts2	KIN
KIR2DL1	KIR2DL1
cl-42	KIR2DL1
nkat1	KIR2DL1
47.11	KIR2DL1
p58.1	KIR2DL1
CD158A	KIR2DL1
KIR2DL3	KIR2DL3
cl-6	KIR2DL3
nkat2	KIR2DL3
nkat2a	KIR2DL3
nkat2b	KIR2DL3
p58	KIR2DL3
CD158B2	KIR2DL3
KIR2DL4	KIR2DL4
103AS	KIR2DL4
15.212	KIR2DL4
CD158D	KIR2DL4
KIR2DS4	KIR2DS4
cl-39	KIR2DS4
KKA3	KIR2DS4
nkat8	KIR2DS4
CD158i	KIR2DS4
KIR3DL1	KIR3DL1
cl-2	KIR3DL1
NKB1	KIR3DL1
cl-11	KIR3DL1
nkat3	KIR3DL1
NKB1B	KIR3DL1
AMB11	KIR3DL1
CD158e1/2	KIR3DL1
CD158E1	KIR3DL1
CD158e2	KIR3DL1
KIR	KIR3DL1
KIR3DL2	KIR3DL2
cl-5	KIR3DL2
nkat4	KIR3DL2
nkat4a	KIR3DL2
nkat4b	KIR3DL2
CD158K	KIR3DL2
KIR3DL3	KIR3DL3
KIRC1	KIR3DL3
KIR3DL7	KIR3DL3
KIR44	KIR3DL3
CD158z	KIR3DL3
KIRREL1	KIRREL1
NEPH1	KIRREL1
KIRREL	KIRREL1
KIRREL2	KIRREL2
NLG1	KIRREL2
NEPH3	KIRREL2
FILTRIN	KIRREL2
DKFZp564A1164	KIRREL2
MGC15718	KIRREL2
KIRREL3	KIRREL3
NEPH2	KIRREL3
KIAA1867	KIRREL3
KIRRE	KIRREL3
KISS1	KISS1
KISS1R	KISS1R
HOT7T175	KISS1R
AXOR12	KISS1R
GPR54	KISS1R
KIT	KIT
CD117	KIT
SCFR	KIT
C-Kit	KIT
PBT	KIT
KITLG	KITLG
SCF	KITLG
SF	KITLG
Kitl	KITLG
KL-1	KITLG
FPH2	KITLG
SLF	KITLG
DFNA69	KITLG
MGF	KITLG
KIZ	KIZ
HT013	KIZ
NCRNA00153	KIZ
C20orf19	KIZ
PLK1S1	KIZ
KL	KL
KLB	KLB
KLC1	KLC1
KNS2A	KLC1
KLC	KLC1
hKLC1S	KLC1
hKLC1N	KLC1
hKLC1P	KLC1
hKLC1G	KLC1
hKLC1R	KLC1
hKLC1J	KLC1
hKLC1B	KLC1
KNS2	KLC1
KLC2	KLC2
FLJ12387	KLC2
KLC3	KLC3
KLC2L	KLC3
KNS2B	KLC3
KLCt	KLC3
KLC4	KLC4
bA387M24.3	KLC4
KNSL8	KLC4
KLF1	KLF1
EKLF	KLF1
KLF2	KLF2
LKLF	KLF2
KLF3	KLF3
BKLF	KLF3
KLF4	KLF4
EZF	KLF4
GKLF	KLF4
KLF5	KLF5
IKLF	KLF5
CKLF	KLF5
BTEB2	KLF5
KLF6	KLF6
CPBP	KLF6
GBF	KLF6
Zf9	KLF6
PAC1	KLF6
BCD1	KLF6
ST12	KLF6
COPEB	KLF6
KLF7	KLF7
UKLF	KLF7
KLF8	KLF8
BKLF3	KLF8
ZNF741	KLF8
DXS741	KLF8
KLF9	KLF9
BTEB1	KLF9
KLF10	KLF10
EGRA	KLF10
TIEG1	KLF10
TIEG	KLF10
KLF11	KLF11
Tieg3	KLF11
MODY7	KLF11
TIEG2	KLF11
KLF12	KLF12
AP-2rep	KLF12
HSPC122	KLF12
AP2REP	KLF12
KLF13	KLF13
RFLAT-1	KLF13
BTEB3	KLF13
NSLP1	KLF13
FKLF-2	KLF13
KLF14	KLF14
BTEB5	KLF14
KLF15	KLF15
KKLF	KLF15
KLF16	KLF16
NSLP2	KLF16
BTEB4	KLF16
DRRF	KLF16
KLF17	KLF17
Zfp393	KLF17
FLJ40160	KLF17
ZNF393	KLF17
KLF18	KLF18
KLHDC1	KLHDC1
MST025	KLHDC1
KLHDC2	KLHDC2
HCLP-1	KLHDC2
LCP	KLHDC2
KLHDC3	KLHDC3
PEAS	KLHDC3
hPeas	KLHDC3
dJ20C7.3	KLHDC3
KLHDC4	KLHDC4
DKFZp434G0522	KLHDC4
KLHDC7A	KLHDC7A
FLJ38753	KLHDC7A
KLHDC7B	KLHDC7B
MGC16635	KLHDC7B
KLHDC8A	KLHDC8A
FLJ10748	KLHDC8A
KLHDC8B	KLHDC8B
MGC35097	KLHDC8B
KLHDC9	KLHDC9
KARCA1	KLHDC9
KLHDC10	KLHDC10
KIAA0265	KLHDC10
slim	KLHDC10
KLHL1	KLHL1
KIAA1490	KLHL1
MRP2	KLHL1
FLJ30047	KLHL1
KLHL2	KLHL2
MAV	KLHL2
KLHL3	KLHL3
KIAA1129	KLHL3
KLHL4	KLHL4
KIAA1687	KLHL4
DKELCHL	KLHL4
KHL4	KLHL4
KLHL5	KLHL5
KLHL6	KLHL6
FLJ00029	KLHL6
KLHL7	KLHL7
KLHL6	KLHL7
SBBI26	KLHL7
RP42	KLHL7
KLHL8	KLHL8
KIAA1378	KLHL8
KLHL9	KLHL9
KIAA1354	KLHL9
FLJ13568	KLHL9
KLHL10	KLHL10
FLJ32662	KLHL10
KLHL11	KLHL11
FLJ10572	KLHL11
KLHL12	KLHL12
C3IP1	KLHL12
KLHL13	KLHL13
FLJ10262	KLHL13
BKLHD2	KLHL13
KIAA1309	KLHL13
KLHL14	KLHL14
KIAA1384	KLHL14
KLHL15	KLHL15
KIAA1677	KLHL15
KLHL17	KLHL17
KLHL18	KLHL18
KIAA0795	KLHL18
FLJ13703	KLHL18
KLHL20	KLHL20
KLEIP	KLHL20
KHLHX	KLHL20
KLHL21	KLHL21
KIAA0469	KLHL21
KLHL22	KLHL22
FLJ14360	KLHL22
KELCHL	KLHL22
KLHL23	KLHL23
MGC2610	KLHL23
FLJ37812	KLHL23
MGC22679	KLHL23
KLHL24	KLHL24
DRE1	KLHL24
FLJ20059	KLHL24
KLHL25	KLHL25
FLJ12587	KLHL25
ENC2	KLHL25
ENC-2	KLHL25
KLHL26	KLHL26
KLHL28	KLHL28
FLJ20081	KLHL28
BTBD5	KLHL28
KLHL29	KLHL29
KIAA1921	KLHL29
KBTBD9	KLHL29
KLHL30	KLHL30
FLJ43374	KLHL30
KLHL31	KLHL31
bA345L23.2	KLHL31
BKLHD6	KLHL31
KBTBD1	KLHL31
KLHL32	KLHL32
BKLHD5	KLHL32
KIAA1900	KLHL32
KLHL33	KLHL33
KLHL34	KLHL34
FLJ34960	KLHL34
RP11-450P7.3	KLHL34
KLHL35	KLHL35
FLJ33790	KLHL35
KLHL36	KLHL36
FLJ12543	KLHL36
C16orf44	KLHL36
KLHL38	KLHL38
C8ORFK36	KLHL38
KLHL40	KLHL40
SRYP	KLHL40
NEM8	KLHL40
KBTBD5	KLHL40
KLHL41	KLHL41
SARCOSIN	KLHL41
Krp1	KLHL41
KBTBD10	KLHL41
KLHL42	KLHL42
KIAA1340	KLHL42
Ctb9	KLHL42
KLHDC5	KLHL42
KLK1	KLK1
Klk6	KLK1
KLK2	KLK2
KLK3	KLK3
PSA	KLK3
APS	KLK3
KLK4	KLK4
EMSP	KLK4
EMSP1	KLK4
PSTS	KLK4
KLK-L1	KLK4
PRSS17	KLK4
KLK5	KLK5
SCTE	KLK5
KLK-L2	KLK5
KLK6	KLK6
Bssp	KLK6
Klk7	KLK6
neurosin	KLK6
PRSS9	KLK6
PRSS18	KLK6
KLK7	KLK7
SCCE	KLK7
PRSS6	KLK7
KLK8	KLK8
HNP	KLK8
TADG14	KLK8
neuropsin	KLK8
ovasin	KLK8
PRSS19	KLK8
KLK9	KLK9
KLK-L3	KLK9
KLK10	KLK10
NES1	KLK10
PRSSL1	KLK10
KLK11	KLK11
TLSP	KLK11
PRSS20	KLK11
KLK12	KLK12
KLK-L5	KLK12
KLK13	KLK13
KLK-L4	KLK13
KLK14	KLK14
KLK-L6	KLK14
KLK15	KLK15
HSRNASPH	KLK15
ACO	KLK15
prostinogen	KLK15
KLKB1	KLKB1
KLK3	KLKB1
KLLN	KLLN
killin	KLLN
KLRB1	KLRB1
CD161	KLRB1
NKR-P1	KLRB1
NKR-P1A	KLRB1
hNKR-P1A	KLRB1
CLEC5B	KLRB1
NKR	KLRB1
KLRC1	KLRC1
NKG2-A	KLRC1
NKG2-B	KLRC1
CD159a	KLRC1
NKG2	KLRC1
KLRC2	KLRC2
NKG2-C	KLRC2
CD159c	KLRC2
KLRC3	KLRC3
NKG2-E	KLRC3
KLRC4	KLRC4
NKG2-F	KLRC4
KLRD1	KLRD1
CD94	KLRD1
KLRF1	KLRF1
CLEC5C	KLRF1
NKp80	KLRF1
KLRF2	KLRF2
NKp65	KLRF2
KLRG1	KLRG1
MAFA	KLRG1
2F1	KLRG1
MAFA-L	KLRG1
CLEC15A	KLRG1
KLRG2	KLRG2
FLJ44186	KLRG2
CLEC15B	KLRG2
KLRK1	KLRK1
NKG2D	KLRK1
KLR	KLRK1
NKG2-D	KLRK1
CD314	KLRK1
D12S2489E	KLRK1
KMO	KMO
KMT2A	KMT2A
TRX1	KMT2A
HRX	KMT2A
ALL-1	KMT2A
HTRX1	KMT2A
CXXC7	KMT2A
MLL1A	KMT2A
MLL	KMT2A
KMT2B	KMT2B
KIAA0304	KMT2B
MLL2	KMT2B
TRX2	KMT2B
HRX2	KMT2B
WBP7	KMT2B
MLL1B	KMT2B
MLL4	KMT2B
CXXC10	KMT2B
KMT2C	KMT2C
KIAA1506	KMT2C
HALR	KMT2C
MLL3	KMT2C
KMT2D	KMT2D
ALR	KMT2D
MLL4	KMT2D
CAGL114	KMT2D
TNRC21	KMT2D
MLL2	KMT2D
KMT2E	KMT2E
HDCMC04P	KMT2E
MLL5	KMT2E
KMT5A	KMT5A
SET8	KMT5A
SET07	KMT5A
PR-Set7	KMT5A
SETD8	KMT5A
KMT5B	KMT5B
CGI-85	KMT5B
SUV420H1	KMT5B
KMT5C	KMT5C
MGC2705	KMT5C
SUV420H2	KMT5C
KNCN	KNCN
FLJ32011	KNCN
KINO	KNCN
L5	KNCN
KNDC1	KNDC1
KIAA1768	KNDC1
bB439H18.3	KNDC1
FLJ25027	KNDC1
Very-KIND	KNDC1
v-KIND	KNDC1
RASGEF2	KNDC1
C10orf23	KNDC1
KNG1	KNG1
BK	KNG1
KNG	KNG1
BDK	KNG1
KNL1	KNL1
D40	KNL1
AF15Q14	KNL1
CT29	KNL1
KIAA1570	KNL1
hKNL-1	KNL1
hSpc105	KNL1
PPP1R55	KNL1
Spc7	KNL1
MCPH4	KNL1
CASC5	KNL1
KNOP1	KNOP1
101F10.1	KNOP1
FAM191A	KNOP1
TSG118	KNOP1
C16orf88	KNOP1
KNSTRN	KNSTRN
FLJ14502	KNSTRN
SKAP	KNSTRN
kinastrin	KNSTRN
TRAF4AF1	KNSTRN
C15orf23	KNSTRN
KNTC1	KNTC1
KIAA0166	KNTC1
ROD	KNTC1
KPNA1	KPNA1
SRP1	KPNA1
RCH2	KPNA1
NPI-1	KPNA1
IPOA5	KPNA1
KPNA2	KPNA2
SRP1alpha	KPNA2
IPOA1	KPNA2
QIP2	KPNA2
RCH1	KPNA2
KPNA3	KPNA3
SRP1gamma	KPNA3
SRP4	KPNA3
hSRP1	KPNA3
IPOA4	KPNA3
KPNA4	KPNA4
QIP1	KPNA4
SRP3	KPNA4
IPOA3	KPNA4
MGC12217	KPNA4
MGC26703	KPNA4
KPNA5	KPNA5
SRP6	KPNA5
IPOA6	KPNA5
KPNA6	KPNA6
IPOA7	KPNA6
KPNA7	KPNA6
MGC17918	KPNA6
FLJ11249	KPNA6
KPNA7	KPNA7
IPOA8	KPNA7
KPNB1	KPNB1
NTF97	KPNB1
IPOB	KPNB1
MGC2155	KPNB1
MGC2156	KPNB1
MGC2157	KPNB1
IMB1	KPNB1
Impnb	KPNB1
IPO1	KPNB1
KPRP	KPRP
C1orf45	KPRP
KPTN	KPTN
2E4	KPTN
KRAS	KRAS
KRAS1	KRAS
KRAS2	KRAS
KRBA1	KRBA1
KIAA1862	KRBA1
KRBA2	KRBA2
KRBOX1	KRBOX1
KRBOX4	KRBOX4
FLJ20344	KRBOX4
ZNF673	KRBOX4
KRCC1	KRCC1
FLJ22333	KRCC1
KREMEN1	KREMEN1
KRM1	KREMEN1
KREMEN	KREMEN1
KREMEN2	KREMEN2
MGC10791	KREMEN2
KRM2	KREMEN2
KRI1	KRI1
FLJ12949	KRI1
KRIT1	KRIT1
CAM	KRIT1
CCM1	KRIT1
KRR1	KRR1
RIP-1	KRR1
HRB2	KRR1
KRT1	KRT1
KRT1A	KRT1
EHK1	KRT1
KRT2	KRT2
KRTE	KRT2
KRT2A	KRT2
KRT3	KRT3
CK3	KRT3
K3	KRT3
KRT4	KRT4
CK4	KRT4
K4	KRT4
CYK4	KRT4
KRT5	KRT5
KRT5A	KRT5
EBS2	KRT5
KRT6A	KRT6A
CK6C	KRT6A
K6C	KRT6A
CK6D	KRT6A
K6D	KRT6A
KRT6C	KRT6A
KRT6D	KRT6A
KRT6B	KRT6B
KRTL1	KRT6B
KRT6C	KRT6C
KRT6E	KRT6C
KRT7	KRT7
K7	KRT7
CK7	KRT7
K2C7	KRT7
SCL	KRT7
KRT8	KRT8
CARD2	KRT8
K8	KRT8
CK8	KRT8
CYK8	KRT8
K2C8	KRT8
KO	KRT8
KRT9	KRT9
EPPK	KRT9
K9	KRT9
CK-9	KRT9
KRT10	KRT10
K10	KRT10
CK10	KRT10
KPP	KRT10
KRT12	KRT12
K12	KRT12
KRT13	KRT13
K13	KRT13
CK13	KRT13
MGC3781	KRT13
MGC161462	KRT13
KRT14	KRT14
EBS3	KRT14
EBS4	KRT14
KRT15	KRT15
K15	KRT15
CK15	KRT15
K1CO	KRT15
KRT16	KRT16
NEPPK	KRT16
KRT17	KRT17
PCHC1	KRT17
KRT18	KRT18
KRT19	KRT19
K19	KRT19
CK19	KRT19
K1CS	KRT19
MGC15366	KRT19
KRT20	KRT20
CK20	KRT20
K20	KRT20
MGC35423	KRT20
KRT23	KRT23
K23	KRT23
DKFZP434G032	KRT23
HAIK1	KRT23
CK23	KRT23
MGC26158	KRT23
KRT24	KRT24
FLJ20261	KRT24
MGC138169	KRT24
MGC138173	KRT24
KRT25	KRT25
KRT25A	KRT25
KRT26	KRT26
KRT25B	KRT26
KRT27	KRT27
KRT25C	KRT27
KRT28	KRT28
KRT25D	KRT28
KRT31	KRT31
Ha-1	KRT31
KRTHA1	KRT31
KRT32	KRT32
Ha-2	KRT32
KRTHA2	KRT32
KRT33A	KRT33A
Ha-3I	KRT33A
Krt1-3	KRT33A
KRTHA3A	KRT33A
KRT33B	KRT33B
Ha-3II	KRT33B
KRTHA3B	KRT33B
KRT34	KRT34
Ha-4	KRT34
KRTHA4	KRT34
KRT35	KRT35
Ha-5	KRT35
KRTHA5	KRT35
KRT36	KRT36
KRTHA6	KRT36
KRT37	KRT37
KRTHA7	KRT37
KRT38	KRT38
KRTHA8	KRT38
KRT39	KRT39
KA35	KRT39
KRT40	KRT40
FLJ36600	KRT40
KA36	KRT40
KRT71	KRT71
KRT6IRS	KRT71
KRT6IRS1	KRT71
K6IRS1	KRT71
KRT72	KRT72
K6IRS2	KRT72
KRT6IRS2	KRT72
KRT6	KRT72
K6irs	KRT72
KRT73	KRT73
KRT6IRS3	KRT73
K6IRS3	KRT73
KRT74	KRT74
K6IRS4	KRT74
KRT5C	KRT74
KRT6IRS4	KRT74
KRT75	KRT75
K6HF	KRT75
KRT76	KRT76
HUMCYT2A	KRT76
KRT2B	KRT76
KRT2P	KRT76
KRT77	KRT77
KRT1B	KRT77
KRT78	KRT78
K5B	KRT78
KRT79	KRT79
K6L	KRT79
KRT6L	KRT79
KRT80	KRT80
KB20	KRT80
KRT81	KRT81
Hb-1	KRT81
KRTHB1	KRT81
KRT82	KRT82
Hb-2	KRT82
KRTHB2	KRT82
KRT83	KRT83
Hb-3	KRT83
KRTHB3	KRT83
KRT84	KRT84
Hb-4	KRT84
KRTHB4	KRT84
KRT85	KRT85
Hb-5	KRT85
KRTHB5	KRT85
KRT86	KRT86
MNX	KRT86
Hb6	KRT86
KRTHB6	KRT86
KRT222	KRT222
KA21	KRT222
MGC45562	KRT222
KRT222P	KRT222
KRTAP1-1	KRTAP1-1
KAP1.1B	KRTAP1-1
HB2A	KRTAP1-1
KAP1.1	KRTAP1-1
KAP1.1A	KRTAP1-1
KRTAP1-3	KRTAP1-3
KAP1.3	KRTAP1-3
KRTAP1-4	KRTAP1-4
KAP1.4	KRTAP1-4
KRTAP1-5	KRTAP1-5
KAP1.5	KRTAP1-5
KRTAP2-1	KRTAP2-1
