ensg	n1tpm	medtpm
ENSG00000200806	0	0
ENSG00000147655	19	0.554
ENSG00000253228	0	0
ENSG00000230948	0	0
ENSG00000104408	53	127.1
ENSG00000253754	0	0.07126
ENSG00000243287	0	0
ENSG00000104412	53	43.555
ENSG00000253657	0	0
ENSG00000253949	0	0
ENSG00000164841	10	0.34555
ENSG00000253580	0	0
ENSG00000253796	0	0.04658
ENSG00000174417	0	0
ENSG00000120526	52	6.482
ENSG00000250267	0	0
ENSG00000120533	53	25.88
ENSG00000205038	22	0.75165
ENSG00000254185	1	0
ENSG00000147654	53	12.06
ENSG00000147642	50	11.61
ENSG00000252559	0	0
ENSG00000248050	2	0.06431
ENSG00000255099	0	0
ENSG00000222729	0	0
ENSG00000241385	0	0
ENSG00000164794	8	0.01249
ENSG00000240590	0	0
ENSG00000253956	0	0
ENSG00000253107	0	0
ENSG00000253122	1	0
ENSG00000253717	0	0
ENSG00000253994	0	0
ENSG00000254241	0	0
ENSG00000253877	6	0
ENSG00000253103	1	0
ENSG00000253489	1	0
ENSG00000254124	0	0
ENSG00000253434	3	0
ENSG00000255033	0	0
ENSG00000253156	0	0
ENSG00000254262	1	0
ENSG00000222146	0	0
ENSG00000164796	13	0.02278
ENSG00000264794	0	0
ENSG00000230169	0	0
ENSG00000238656	0	0
ENSG00000238399	0	0
ENSG00000227514	0	0
ENSG00000221610	0	0
ENSG00000253207	0	0
ENSG00000206719	0	0
ENSG00000254339	0	0
ENSG00000253499	0	0
ENSG00000253756	0	0
ENSG00000104447	50	4.01
ENSG00000227170	0	0
ENSG00000249917	0	0
ENSG00000199450	0	0
ENSG00000221793	0	0
ENSG00000264815	0	0
ENSG00000253672	0	0
ENSG00000147677	53	65.72
ENSG00000147679	53	6.813
ENSG00000164754	53	60.27
ENSG00000253327	1	0.2036
ENSG00000205002	14	0.4145
ENSG00000164756	2	0.02781
ENSG00000244033	0	0
ENSG00000253271	0	0
ENSG00000253622	0	0
ENSG00000240151	0	0
ENSG00000252852	0	0
ENSG00000164758	53	19.5
ENSG00000239917	0	0.146
ENSG00000182197	53	9.475
ENSG00000177570	39	2.222
ENSG00000225885	1	0.03777
ENSG00000242206	0	0
ENSG00000164761	29	1.26855
ENSG00000207334	0	0
ENSG00000254247	0	0
ENSG00000184374	1	0.04459
ENSG00000254278	0	0
ENSG00000147676	34	11.59
ENSG00000253972	4	0.092575
ENSG00000206776	0	0
ENSG00000136999	50	5.3255
ENSG00000253398	0	0
ENSG00000254037	0	0
ENSG00000136960	52	22.1
ENSG00000253495	0	0
ENSG00000201896	0	0
ENSG00000064313	53	11.66
ENSG00000136982	49	2.4975
ENSG00000244642	0	0
ENSG00000245330	0	0.07278
ENSG00000202356	0	0
ENSG00000155792	51	12.54
ENSG00000254343	47	3.808
ENSG00000187955	39	8.715
ENSG00000172172	53	17.18
ENSG00000172167	45	1.796
ENSG00000172164	53	5.5925
ENSG00000250290	0	0.03151
ENSG00000248318	1	0
ENSG00000272502	11	0.3759
ENSG00000253619	0	0
ENSG00000252093	0	0
ENSG00000271219	0	0
ENSG00000221644	0	0
ENSG00000239872	0	0
ENSG00000263525	0	0
ENSG00000170961	26	0.9352
ENSG00000248690	3	0.2093
ENSG00000254209	1	0
ENSG00000248478	1	0
ENSG00000254018	1	0
ENSG00000254303	0	0
ENSG00000253814	0	0
ENSG00000255364	3	0
ENSG00000255325	1	0
ENSG00000253819	0	0
ENSG00000238901	0	0
ENSG00000263443	1	0
ENSG00000235165	0	0
ENSG00000272384	4	0.6151
ENSG00000272043	1	0.2528
ENSG00000178764	53	16.68
ENSG00000253372	0	0.03241
ENSG00000221542	0	0
ENSG00000259631	0	0
ENSG00000253607	0	0
ENSG00000136986	53	37.05
ENSG00000156787	49	1.873
ENSG00000199678	0	0
ENSG00000253463	0	0
ENSG00000147689	4	0.04049
ENSG00000221461	0	0
ENSG00000253258	1	0
ENSG00000253410	0	0
ENSG00000204949	3	0
ENSG00000266324	0	0
ENSG00000189376	53	14.975
ENSG00000243498	0	0.2958
ENSG00000165156	53	13.76
ENSG00000222607	0	0
ENSG00000238422	0	0
ENSG00000253336	0	0.06542
ENSG00000156802	53	5.205
ENSG00000252297	0	0
ENSG00000207704	0	0
ENSG00000254388	0	0
ENSG00000254294	0	0.04068
ENSG00000156795	53	8.2965
ENSG00000156804	52	18.645
ENSG00000254113	0	0
ENSG00000251840	0	0
ENSG00000253286	0	0
ENSG00000175946	12	0.2325
ENSG00000104537	12	0.09908
ENSG00000176853	53	18.33
ENSG00000214814	4	0.01637
ENSG00000254000	0	0
ENSG00000181171	1	0
ENSG00000254249	1	0
ENSG00000253868	1	0
ENSG00000250727	0	0
ENSG00000253885	0	0
ENSG00000214803	0	0.05292
ENSG00000206724	0	0
ENSG00000253227	0	0
ENSG00000237586	0	0.03959
ENSG00000271975	53	7.263
ENSG00000164983	53	8.616
ENSG00000183665	53	8.644
ENSG00000245149	38	1.5865
ENSG00000170881	53	22.57
ENSG00000147687	52	14.4
ENSG00000253106	52	3.035
ENSG00000147684	53	93.47
ENSG00000170873	53	15.95
ENSG00000272486	18	0.8394
ENSG00000255491	0	0
ENSG00000263735	0	0
ENSG00000255080	3	0.14745
ENSG00000249816	6	0.06605
ENSG00000250428	1	0
ENSG00000255313	1	0
ENSG00000180938	29	1.172
ENSG00000253513	1	0
ENSG00000104549	52	13.02
ENSG00000164961	53	22.26
ENSG00000253167	1	0.4667
ENSG00000156831	53	11.535
ENSG00000242170	0	0
ENSG00000254431	0	0
ENSG00000173334	53	10.59
ENSG00000266452	0	0
ENSG00000253111	0	0
ENSG00000253470	1	0
ENSG00000206695	0	0
ENSG00000245164	4	0.1705
ENSG00000253651	1	0
ENSG00000254227	0	0
ENSG00000250563	0	0
ENSG00000221706	0	0
ENSG00000248720	0	0
ENSG00000244791	0	0
ENSG00000253427	0	0
ENSG00000253220	1	0
ENSG00000207138	0	0
ENSG00000253530	0	0
ENSG00000168672	50	6.408
ENSG00000254286	1	0.06211
ENSG00000253543	0	0
ENSG00000212451	0	0
ENSG00000253573	1	0
ENSG00000253438	0	0.04846
ENSG00000253264	1	0
ENSG00000224722	0	0.1469
ENSG00000254166	1	0
ENSG00000247844	1	0
ENSG00000246228	0	0.02646
ENSG00000271509	0	0
ENSG00000253929	0	0.10026
ENSG00000212993	0	0.15425
ENSG00000249375	0	0.022155
ENSG00000136997	52	40.54
ENSG00000249859	31	1.738
ENSG00000256655	1	0.03087
ENSG00000221771	0	0
ENSG00000207110	10	0.30825
ENSG00000222501	0	0
ENSG00000221176	0	0
ENSG00000221261	0	0
ENSG00000201782	0	0
ENSG00000254275	0	0
ENSG00000221351	0	0
ENSG00000250400	0	0
ENSG00000253225	0	0
ENSG00000222755	0	0
ENSG00000229140	1	0
ENSG00000253926	0	0
ENSG00000263763	0	0
ENSG00000265513	0	0
ENSG00000266096	0	0
ENSG00000265219	0	0
ENSG00000265687	0	0
ENSG00000264680	0	0
ENSG00000266387	0	0
ENSG00000254223	0	0
ENSG00000224110	0	0
ENSG00000147697	7	0.1085
ENSG00000254317	25	0.81805
ENSG00000153310	53	13.75
ENSG00000243402	0	0
ENSG00000200075	0	0
ENSG00000254263	0	0
ENSG00000253720	0	0
ENSG00000253043	0	0
ENSG00000264653	0	0
ENSG00000153317	53	16.88
ENSG00000200304	0	0
ENSG00000203377	0	0
ENSG00000212342	0	0
ENSG00000253656	0	0
ENSG00000155897	16	0.027705
ENSG00000253259	0	0
ENSG00000253992	0	0
ENSG00000253407	1	0
ENSG00000253507	0	0
ENSG00000252158	0	0
ENSG00000254255	0	0
ENSG00000132294	53	23.18
ENSG00000258417	0	0
ENSG00000132297	0	0
ENSG00000184156	19	0.6864
ENSG00000253521	0	0
ENSG00000129295	48	2.556
ENSG00000222570	0	0
ENSG00000165071	31	1.162
ENSG00000129292	53	12.83
ENSG00000270137	0	0.1503
ENSG00000223697	9	0.759
ENSG00000042832	12	0.7094
ENSG00000240237	1	0
ENSG00000155926	49	4.134
ENSG00000104415	31	1.765
ENSG00000104419	53	152.7
ENSG00000243537	0	0
ENSG00000253638	0	0
ENSG00000225259	1	0.3996
ENSG00000008513	53	14.54
ENSG00000261220	51	3.461
ENSG00000212273	0	0
ENSG00000253970	0	0
ENSG00000253916	0	0
ENSG00000253561	0	0
ENSG00000253165	0	0
ENSG00000254313	0	0
ENSG00000253593	0	0
ENSG00000271240	0	0
ENSG00000253627	0	0
ENSG00000066827	53	3.819
ENSG00000248492	0	0
ENSG00000271048	0	0
ENSG00000272456	2	0
ENSG00000259820	41	4.703
ENSG00000207582	0	0
ENSG00000199153	0	0
ENSG00000254028	1	0.06051
ENSG00000253433	1	0.06059
ENSG00000251218	0	0
ENSG00000244413	0	0
ENSG00000254083	0	0
ENSG00000265266	0	0
ENSG00000254372	1	0
ENSG00000131773	51	9.664
ENSG00000253915	0	0
ENSG00000199652	0	0
ENSG00000253248	0	0
ENSG00000253839	0	0
ENSG00000254101	1	0.0151
ENSG00000206678	0	0
ENSG00000254076	0	0
ENSG00000253288	1	0
ENSG00000254361	0	0
ENSG00000253988	9	0.2309
ENSG00000147724	14	0.06156
ENSG00000169436	9	0.2979
ENSG00000253432	0	0
ENSG00000251744	0	0
ENSG00000253783	0	0
ENSG00000254258	0	0
ENSG00000169427	7	0.05474
ENSG00000167632	51	2.257
ENSG00000253574	1	0
ENSG00000250733	0	0
ENSG00000259891	53	6.438
ENSG00000104472	53	17.36
ENSG00000259758	53	15.64
ENSG00000123908	53	5.569
ENSG00000169398	52	18.77
ENSG00000254324	0	0
ENSG00000252864	0	0
ENSG00000253266	0	0
ENSG00000105339	53	14.02
ENSG00000253210	36	1.337
ENSG00000022567	52	5.4215
ENSG00000253307	1	0.1004
ENSG00000254019	0	0
ENSG00000254197	0	0
ENSG00000254291	0	0
ENSG00000253595	4	0.1153
ENSG00000261655	29	1.166
ENSG00000204882	23	0.6682
ENSG00000244998	2	0.067385
ENSG00000184489	53	40.67
ENSG00000226807	1	0.03898
ENSG00000271959	30	1.764
ENSG00000238854	0	0
ENSG00000253605	0	0.040815
ENSG00000226490	3	0
ENSG00000221123	0	0
ENSG00000254183	0	0
ENSG00000261710	9	0
ENSG00000265247	0	0
ENSG00000254008	0	0
ENSG00000171045	53	10.38
ENSG00000253602	0	0
ENSG00000261693	1	0.0939
ENSG00000181790	41	2.1245
ENSG00000232722	0	0
ENSG00000198576	31	1.062
ENSG00000261044	0	0.04839
ENSG00000253753	2	0
ENSG00000234616	53	5.3255
ENSG00000167653	16	0.46765
ENSG00000160886	19	0.7889
ENSG00000253741	11	0.167
ENSG00000130193	53	20.68
ENSG00000126233	4	0.2687
ENSG00000197353	5	0.064145
ENSG00000253196	10	0.1869
ENSG00000180155	51	27.06
ENSG00000167656	14	0.5416
ENSG00000253715	0	0
ENSG00000253728	0	0
ENSG00000104499	1	0
ENSG00000253421	0	0
ENSG00000160882	4	0.1895
ENSG00000179142	1	0
ENSG00000247317	12	0.454
ENSG00000253971	0	0.08067
ENSG00000160932	53	85.92
ENSG00000177335	27	1.06
ENSG00000250115	0	0.0913
ENSG00000243328	0	0
ENSG00000261667	0	0
ENSG00000176956	24	0.823
ENSG00000182851	49	7.2985
ENSG00000181638	52	4.495
ENSG00000250571	53	15.59
ENSG00000253716	53	6.266
ENSG00000185730	52	3.842
ENSG00000272172	43	1.306
ENSG00000184428	50	6.214
ENSG00000263660	4	0.4106
ENSG00000212221	0	0
ENSG00000254389	3	0.4104
ENSG00000158106	50	8.254
ENSG00000253931	1	0.075005
ENSG00000254338	5	0.1842
ENSG00000182759	3	0.1225
ENSG00000014164	53	19.8
ENSG00000254859	26	0.9596
ENSG00000254144	0	0
ENSG00000104518	53	41.77
ENSG00000204839	50	3.868
ENSG00000255050	42	3.91
ENSG00000147813	53	39.9
ENSG00000254741	0	0
ENSG00000104529	53	107.5
ENSG00000179886	53	5.6715
ENSG00000271912	52	3.383
ENSG00000104524	53	7.822
ENSG00000104522	53	34.31
ENSG00000254812	3	0.3143
ENSG00000183309	53	7.781
ENSG00000252075	0	0
ENSG00000181135	53	4.529
ENSG00000181097	20	0.8075
ENSG00000255181	1	0.02748
ENSG00000254574	1	0
ENSG00000181085	36	1.775
ENSG00000254548	8	0
ENSG00000180921	37	3.7
ENSG00000265660	0	0
ENSG00000203499	18	0.3784
ENSG00000254973	1	0.08714
ENSG00000214733	7	0.18465
ENSG00000180900	53	36.39
ENSG00000216090	0	0
ENSG00000179950	53	57.415
ENSG00000255343	4	0.3314
ENSG00000185189	53	68.26
ENSG00000264144	0	0
ENSG00000227184	25	0.9582
ENSG00000178209	53	63.05
ENSG00000207574	0	0
ENSG00000178685	53	27.13
ENSG00000178719	53	209.8
ENSG00000186583	5	0.2165
ENSG00000204791	3	0.29595
ENSG00000178814	53	14.595
ENSG00000255224	51	2.213
ENSG00000178896	53	17.885
ENSG00000197858	53	83.18
ENSG00000179091	53	146.15
ENSG00000179526	53	53.14
ENSG00000179632	53	91.31
ENSG00000179698	33	1.153
ENSG00000235173	18	0.8607
ENSG00000227473	0	0
ENSG00000179832	50	3.6665
ENSG00000264721	0	0
ENSG00000204775	0	0.08004
ENSG00000187786	0	0
ENSG00000230567	0	0.015705
ENSG00000264987	0	0
ENSG00000204771	0	0.046315
ENSG00000170727	43	1.525
ENSG00000188686	0	0
ENSG00000185122	53	58.64
ENSG00000254690	52	5.02
ENSG00000185000	53	47.605
ENSG00000170616	15	0.10845
ENSG00000214597	25	0.9699
ENSG00000185803	53	29.96
ENSG00000182325	53	20.74
ENSG00000173137	53	10.57
ENSG00000071894	53	56.75
ENSG00000216133	0	0
ENSG00000221802	0	0
ENSG00000272115	3	0.4132
ENSG00000147804	52	5.534
ENSG00000160948	53	74.155
ENSG00000160949	51	3.499
ENSG00000232600	5	0.441
ENSG00000187954	53	26.51
ENSG00000167702	53	32.28
ENSG00000160973	2	0.1621
ENSG00000160972	53	29.3
ENSG00000255182	52	5.498
ENSG00000167701	51	6.024
ENSG00000167700	53	20.94
ENSG00000160957	51	4.746
ENSG00000265393	0	0
ENSG00000160959	53	17.43
ENSG00000213563	53	16.97
ENSG00000147799	49	5.5765
ENSG00000255681	0	0
ENSG00000256822	0	0
ENSG00000265295	0	0
ENSG00000255456	0	0
ENSG00000254533	28	1.095
ENSG00000255085	21	0.94315
ENSG00000263612	4	0.11185
ENSG00000198169	53	18.16
ENSG00000196378	53	11.03
ENSG00000244307	1	0.1361
ENSG00000161016	53	1353
ENSG00000197363	53	7.749
ENSG00000147789	53	8.8695
ENSG00000170619	53	16.01
ENSG00000196150	52	3.0525
ENSG00000170631	53	6.615
ENSG00000196922	53	6.025
ENSG00000255164	3	0.4307
ENSG00000254618	14	0.7542
ENSG00000255559	12	0.534
ENSG00000255000	0	0.070885
ENSG00000182307	53	39.12
ENSG00000236875	1	0
ENSG00000181404	53	12.745
ENSG00000227518	0	0.04224
ENSG00000218839	0	0
ENSG00000144140	7	0.1499
ENSG00000225655	6	0.1653
ENSG00000227917	2	0
ENSG00000231808	2	0
ENSG00000170122	3	0.4107
ENSG00000172785	45	2.3
ENSG00000183784	7	0.2223
ENSG00000107099	43	3.355
ENSG00000235880	1	0
ENSG00000227155	3	0.1779
ENSG00000107104	51	20.98
ENSG00000235330	2	0.1628
ENSG00000228115	2	0.1014
ENSG00000264949	0	0
ENSG00000226403	50	3.458
ENSG00000202172	0	0
ENSG00000229875	0	0
ENSG00000227914	0	0.03477
ENSG00000137090	1	0
ENSG00000064218	4	0.02895
ENSG00000252991	0	0
ENSG00000228783	0	0
ENSG00000173253	12	0.3369
ENSG00000224836	0	0
ENSG00000236594	0	0
ENSG00000233575	0	0
ENSG00000202383	0	0
ENSG00000224092	0	0
ENSG00000080503	53	40.63
ENSG00000236199	50	3.373
ENSG00000222973	0	0
ENSG00000264615	0	0
ENSG00000236404	15	0.5738
ENSG00000231052	0	0
ENSG00000147852	50	7.247
ENSG00000168263	1	0.1571
ENSG00000080608	53	19.04
ENSG00000236496	8	0.7577
ENSG00000229184	0	0
ENSG00000227835	2	0
ENSG00000221450	0	0
ENSG00000236511	2	0
ENSG00000080298	51	3.505
ENSG00000215297	0	0
ENSG00000203286	0	0
ENSG00000232104	14	0.7845
ENSG00000237359	0	0
ENSG00000235326	40	1.4905
ENSG00000226669	1	0.2146
ENSG00000107249	43	1.922
ENSG00000236724	0	0
ENSG00000237009	3	0.10575
ENSG00000230001	0	0
ENSG00000228322	0	0
ENSG00000221730	0	0
ENSG00000200941	0	0
ENSG00000106688	49	6.039
ENSG00000106686	36	1.497
ENSG00000225893	0	0
ENSG00000205808	53	8.055
ENSG00000273061	50	1.906
ENSG00000106993	53	15.83
ENSG00000147853	53	65.75
ENSG00000270639	0	0
ENSG00000220105	0	0
ENSG00000120158	53	6.5235
ENSG00000233186	0	0
ENSG00000199065	0	0
ENSG00000269305	14	0.42255
ENSG00000220937	0	0
ENSG00000238362	0	0
ENSG00000096968	53	10.075
ENSG00000234534	0	0.04743
ENSG00000268155	0	0
ENSG00000182347	0	0.07949
ENSG00000227730	1	0
ENSG00000228166	0	0
ENSG00000224083	0	0.0541
ENSG00000235917	0	0
ENSG00000228097	0	0
ENSG00000237711	0	0.052375
ENSG00000236254	0	0.012115
ENSG00000230225	0	0.03549
ENSG00000236567	1	0.052825
ENSG00000254017	1	0.09089
ENSG00000120210	1	0
ENSG00000237553	0	0
ENSG00000120211	0	0
ENSG00000107014	3	0.12515
ENSG00000214195	0	0
ENSG00000107018	4	0.07278
ENSG00000272866	0	0.23065
ENSG00000231967	2	0.2389
ENSG00000107020	53	14.77
ENSG00000214190	0	0
ENSG00000120217	45	1.763
ENSG00000197646	28	1.322
ENSG00000231509	0	0
ENSG00000107036	53	13.405
ENSG00000225408	11	0.57245
ENSG00000099219	53	10.665
ENSG00000223621	0	0.08033
ENSG00000183354	53	11.87
ENSG00000238654	0	0
ENSG00000120215	2	0.1806
ENSG00000263575	0	0
ENSG00000137040	53	10.71
ENSG00000228739	0	0
ENSG00000237274	0	0
ENSG00000137033	51	13.71
ENSG00000228132	0	0
ENSG00000233846	0	0.2267
ENSG00000170777	1	0
ENSG00000147854	53	15.495
ENSG00000233367	0	0
ENSG00000215066	0	0.01899
ENSG00000178445	23	0.5733
ENSG00000264530	0	0
ENSG00000252110	0	0
ENSG00000237158	0	0
ENSG00000206147	0	0.063755
ENSG00000236924	15	0.1588
ENSG00000266863	0	0
ENSG00000229057	0	0
ENSG00000231381	2	0.04792
ENSG00000232946	2	0
ENSG00000229611	1	0
ENSG00000225489	6	0.1421
ENSG00000231108	1	0
ENSG00000256968	13	0.7936
ENSG00000107077	53	8.403
ENSG00000230581	5	0.4619
ENSG00000224972	2	0.03296
ENSG00000230207	28	1.1255
ENSG00000178654	0	0
ENSG00000273056	3	0.1892
ENSG00000137038	53	22.49
ENSG00000226376	0	0
ENSG00000231902	1	0
ENSG00000153707	41	3.755
ENSG00000235389	0	0
ENSG00000212695	0	0.087995
ENSG00000239102	0	0
ENSG00000225706	25	0.8589
ENSG00000251699	0	0
ENSG00000234021	0	0
ENSG00000212829	0	0.124
ENSG00000221708	0	0
ENSG00000265735	0	0
ENSG00000230920	0	0
ENSG00000234360	0	0
ENSG00000226717	0	0
ENSG00000232035	0	0
ENSG00000227138	0	0
ENSG00000230589	0	0
ENSG00000270372	0	0
ENSG00000234146	0	0
ENSG00000230365	1	0
ENSG00000224935	1	0
ENSG00000231491	0	0
ENSG00000222581	0	0
ENSG00000107165	8	0.08925
ENSG00000235448	1	0.05388
ENSG00000243115	0	0
ENSG00000153714	50	10.63
ENSG00000222658	0	0
ENSG00000214121	2	0.24395
ENSG00000234586	0	0
ENSG00000107186	51	16.21
ENSG00000234740	5	0.44875
ENSG00000223672	0	0
ENSG00000270547	13	0.3178
ENSG00000226197	22	0.7634
ENSG00000205636	0	0
ENSG00000229268	0	0
ENSG00000235533	0	0
ENSG00000223568	0	0
ENSG00000213954	0	0
ENSG00000147862	51	15.95
ENSG00000234982	0	0.046645
ENSG00000225472	37	1.425
ENSG00000237137	0	0
ENSG00000273399	10	0.4921
ENSG00000272871	49	4.304
ENSG00000229029	19	0.90025
ENSG00000175893	52	7.955
ENSG00000147869	0	0
ENSG00000164946	30	1.429
ENSG00000199814	0	0
ENSG00000214110	48	3.011
ENSG00000232000	1	0.07402
ENSG00000215237	18	0.6421
ENSG00000234297	0	0.099555
ENSG00000251960	0	0
ENSG00000155158	49	4.4485
ENSG00000263817	0	0
ENSG00000215236	0	0
ENSG00000164975	53	13.215
ENSG00000251834	0	0
ENSG00000164985	53	30.68
ENSG00000240613	0	0
ENSG00000213362	5	0.43855
ENSG00000207433	0	0
ENSG00000164989	11	0.68115
ENSG00000231376	0	0
ENSG00000207360	0	0
ENSG00000205549	0	0
ENSG00000173068	33	1.914
ENSG00000231756	0	0
ENSG00000230694	0	0
ENSG00000234779	22	0.6242
ENSG00000233551	0	0
ENSG00000237153	0	0
ENSG00000241152	0	0
ENSG00000226470	0	0
ENSG00000237083	0	0
ENSG00000044459	41	2.344
ENSG00000224488	0	0
ENSG00000107295	27	1.167
ENSG00000228810	0	0
ENSG00000227167	0	0
ENSG00000178031	32	1.71
ENSG00000264638	0	0
ENSG00000252960	0	0
ENSG00000236857	0	0
ENSG00000223211	0	0
ENSG00000155875	1	0.02838
ENSG00000236680	0	0.047415
ENSG00000155876	53	107.6
ENSG00000147874	53	4.958
ENSG00000251733	1	0.3138
ENSG00000252943	0	0
ENSG00000201118	0	0
ENSG00000264126	0	0
ENSG00000147872	53	28.24
ENSG00000232176	44	1.9755
ENSG00000137145	53	16.58
ENSG00000232978	0	0
ENSG00000238348	0	0
ENSG00000272842	50	3.5825
ENSG00000273226	53	7.957
ENSG00000137154	53	1025.5
ENSG00000234853	0	0
ENSG00000177076	47	1.964
ENSG00000260912	52	5.85
ENSG00000231909	0	0
ENSG00000155886	14	0.037195
ENSG00000232158	0	0
ENSG00000266224	0	0
ENSG00000261402	0	0
ENSG00000270712	0	0
ENSG00000221744	0	0
ENSG00000237434	0	0
ENSG00000171843	50	4.2945
ENSG00000263790	0	0
ENSG00000222202	0	0
ENSG00000264941	0	0
ENSG00000237088	0	0
ENSG00000252324	0	0
ENSG00000188352	53	5.969
ENSG00000227071	0	0.1056
ENSG00000207609	0	0
ENSG00000202189	0	0
ENSG00000188921	41	2.469
ENSG00000230208	0	0
ENSG00000171855	0	0
ENSG00000225027	0	0
ENSG00000177047	0	0
ENSG00000199635	0	0
ENSG00000137080	0	0
ENSG00000232281	0	0
ENSG00000236637	0	0
ENSG00000226597	0	0
ENSG00000214042	0	0
ENSG00000186803	0	0
ENSG00000223684	0	0
ENSG00000147885	0	0
ENSG00000234829	0	0
ENSG00000232138	0	0
ENSG00000228083	0	0
ENSG00000224416	0	0
ENSG00000147873	0	0
ENSG00000226393	3	0.4027
ENSG00000198642	53	13.39
ENSG00000120235	0	0
ENSG00000233816	0	0
ENSG00000188379	1	0
ENSG00000261696	2	0
ENSG00000231195	1	0
ENSG00000235108	0	0
ENSG00000120242	0	0
ENSG00000237691	1	0
ENSG00000197919	0	0
ENSG00000238271	4	0
ENSG00000171889	12	0.1036
ENSG00000184995	6	0.04602
ENSG00000199177	0	0
ENSG00000264379	0	0
ENSG00000227443	0	0
ENSG00000229835	0	0
ENSG00000244230	0	0
ENSG00000099810	53	6.279
ENSG00000266732	0	0
ENSG00000229298	0	0.2868
ENSG00000265194	18	0.68845
ENSG00000264801	0	0.19455
ENSG00000224854	1	0
ENSG00000147889	16	0.6472
ENSG00000240498	4	0.12085
ENSG00000266446	1	0
ENSG00000147883	41	3.554
ENSG00000215221	1	0.1612
ENSG00000236921	0	0
ENSG00000176399	13	0.3395
ENSG00000234840	10	0.2967
ENSG00000236739	0	0
ENSG00000224549	2	0
ENSG00000265572	0	0
ENSG00000227607	0	0
ENSG00000233906	1	0
ENSG00000226626	0	0
ENSG00000107105	15	0.1161
ENSG00000231460	0	0
ENSG00000237414	0	0
ENSG00000205442	1	0
ENSG00000269957	1	0
ENSG00000216088	0	0
ENSG00000223088	0	0
ENSG00000222693	0	0
ENSG00000198680	51	16.985
ENSG00000236306	1	0
ENSG00000270683	0	0
ENSG00000266429	0	0
ENSG00000254261	0	0
ENSG00000252580	0	0
ENSG00000253400	0	0
ENSG00000120159	53	10.895
ENSG00000232466	0	0
ENSG00000240306	0	0
ENSG00000137055	53	14.17
ENSG00000234676	1	0
ENSG00000096872	52	8.461
ENSG00000184434	3	0.05966
ENSG00000254396	0	0.09568
ENSG00000120156	51	6.505
ENSG00000223162	0	0
ENSG00000232867	0	0
ENSG00000231459	0	0.10535
ENSG00000120160	1	0.1209
ENSG00000120162	49	6.7825
ENSG00000237734	0	0
ENSG00000147896	0	0
ENSG00000147894	53	11.13
ENSG00000215441	0	0
ENSG00000260390	0	0
ENSG00000260412	5	0.03086
ENSG00000174482	9	0.16645
ENSG00000229060	1	0
ENSG00000224955	0	0
ENSG00000215966	0	0
ENSG00000215939	0	0
ENSG00000230276	0	0
ENSG00000229834	0	0
ENSG00000230097	0	0
ENSG00000239155	0	0
ENSG00000232060	0	0.1303
ENSG00000239792	0	0
ENSG00000215210	2	0.2211
ENSG00000221111	0	0
ENSG00000235626	0	0
ENSG00000226246	0	0
ENSG00000233278	1	0
ENSG00000214020	0	0
ENSG00000228557	0	0
ENSG00000223421	0	0
ENSG00000232203	0	0.02137
ENSG00000260720	0	0
ENSG00000226998	0	0
ENSG00000229080	0	0
ENSG00000235148	0	0
ENSG00000252313	0	0
ENSG00000225347	0	0
ENSG00000122729	53	17.95
ENSG00000107201	53	7.901
ENSG00000197579	53	12.925
ENSG00000203543	0	0
ENSG00000203542	0	0
ENSG00000235453	53	3.787
ENSG00000165264	53	79.535
ENSG00000214006	0	0
ENSG00000232303	14	0.758
ENSG00000241043	43	1.35
ENSG00000230516	0	0
ENSG00000223440	1	0
ENSG00000238001	0	0
ENSG00000230867	0	0
ENSG00000221696	0	0
ENSG00000188133	3	0.016155
ENSG00000272113	0	0
ENSG00000236796	0	0.02463
ENSG00000231193	1	0.2281
ENSG00000223807	0	0
ENSG00000237437	8	0.6723
ENSG00000137074	53	15.12
ENSG00000236184	33	1.1635
ENSG00000225693	16	0.6652
ENSG00000086061	53	94.05
ENSG00000122692	53	20.96
ENSG00000086062	53	47.56
ENSG00000252224	0	0
ENSG00000233554	50	2.569
ENSG00000122711	2	0
ENSG00000107262	53	27.59
ENSG00000086065	53	58.47
ENSG00000086102	53	20.08
ENSG00000200544	0	0
ENSG00000165269	38	2.098
ENSG00000223678	5	0
ENSG00000165272	42	6.374
ENSG00000270542	0	0
ENSG00000165271	53	18.015
ENSG00000226823	35	1.484
ENSG00000228072	1	0
ENSG00000230453	7	0.02447
ENSG00000225123	0	0
ENSG00000234373	6	0
ENSG00000226562	10	0.044805
ENSG00000204982	7	0
ENSG00000205274	5	0
ENSG00000231991	37	1.8415
ENSG00000183938	0	0
ENSG00000234122	0	0
ENSG00000229063	0	0
ENSG00000215206	0	0
ENSG00000240215	0	0
ENSG00000237984	5	0.3638
ENSG00000231165	5	0.2668
ENSG00000260947	20	0.4613
ENSG00000227301	0	0
ENSG00000233776	2	0.0985
ENSG00000010438	39	2.103
ENSG00000235481	2	0.20345
ENSG00000223394	1	0
ENSG00000107341	53	45.97
ENSG00000200834	0	0
ENSG00000251748	0	0
ENSG00000230925	0	0.1222
ENSG00000137073	53	9.041
ENSG00000238300	0	0
ENSG00000238886	0	0
ENSG00000226801	0	0
ENSG00000252406	0	0
ENSG00000222259	0	0
ENSG00000228352	4	0.4418
ENSG00000198876	53	16.89
ENSG00000224802	0	0
ENSG00000239392	1	0
ENSG00000203513	0	0.09924
