drug	category
procarbazine	Acids, Carbocyclic
procarbazine	Alkylating Drug
procarbazine	Amides
procarbazine	Antidepressive Agents
procarbazine	Antineoplastic Agents
procarbazine	Antineoplastic and Immunomodulating Agents
procarbazine	Benzamides and benzamide derivatives
procarbazine	Benzene Derivatives
procarbazine	Benzoates
procarbazine	Carboxylic Acids
procarbazine	Central Nervous System Depressants
procarbazine	Hydrocarbons
procarbazine	Hydrocarbons, Aromatic
procarbazine	Hydrocarbons, Cyclic
procarbazine	Immunosuppressive Agents
procarbazine	Methylhydrazines
procarbazine	Monoamine Oxidase Inhibitors
procarbazine	Myelosuppressive Agents
procarbazine	Serotonin Modulators
zea mays pollen	Non-Standardized Pollen Allergenic Extract
cloxazolam	Anti-Anxiety Agents
cloxazolam	Benzazepines
cloxazolam	Benzodiazepines and benzodiazepine derivatives
cloxazolam	Central Nervous System Depressants
cloxazolam	Heterocyclic Compounds
cloxazolam	Heterocyclic Compounds, 2-Ring
cloxazolam	Nervous System
cloxazolam	Psycholeptics
lumacaftor	Amines
lumacaftor	Cystic Fibrosis Transmembrane Conductance Regulator
lumacaftor	Cytochrome P-450 CYP3A Inducers
lumacaftor	Cytochrome P-450 CYP3A Inducers (strong)
lumacaftor	Cytochrome P-450 CYP3A4 Inducers
lumacaftor	Cytochrome P-450 CYP3A4 Inducers (strong)
lumacaftor	Cytochrome P-450 Enzyme Inducers
lumacaftor	Cytochrome P-450 Enzyme Inhibitors
lumacaftor	Dioxoles
lumacaftor	Heterocyclic Compounds
lumacaftor	Heterocyclic Compounds, 1-Ring
lumacaftor	Heterocyclic Compounds, 2-Ring
lumacaftor	P-glycoprotein/ABCB1 Inducers
lumacaftor	P-glycoprotein/ABCB1 Inhibitors
lumacaftor	Pyridines
lumacaftor	Respiratory System
fesoterodine	Anticholinergic Agents
fesoterodine	Benzene Derivatives
fesoterodine	Cholinergic Agents
fesoterodine	Drugs for Urinary Frequency and Incontinence
fesoterodine	Genito Urinary System and Sex Hormones
fesoterodine	Hydrocarbons
fesoterodine	Hydrocarbons, Aromatic
fesoterodine	Hydrocarbons, Cyclic
fesoterodine	Muscarinic Antagonists
fesoterodine	Neurotransmitter Agents
fesoterodine	P-glycoprotein/ABCB1 Substrates
fesoterodine	Urological Agents
fesoterodine	Urologicals
pivmecillinam	Amdinocillin
pivmecillinam	Amides
pivmecillinam	Anti-Bacterial Agents
pivmecillinam	Anti-Infective Agents
pivmecillinam	Anti-Infective Agents, Urinary
pivmecillinam	Antibacterials for Systemic Use
pivmecillinam	Antiinfectives for Systemic Use
pivmecillinam	Aza Compounds
pivmecillinam	Azabicyclo Compounds
pivmecillinam	Beta-Lactam Antibacterials, Penicillins
pivmecillinam	beta-Lactams
pivmecillinam	Bicyclo Compounds
pivmecillinam	Bicyclo Compounds, Heterocyclic
pivmecillinam	Bridged Compounds
pivmecillinam	Heterocyclic Compounds
pivmecillinam	Heterocyclic Compounds, 1-Ring
pivmecillinam	Heterocyclic Compounds, 2-Ring
pivmecillinam	Heterocyclic Compounds, Bridged-Ring
pivmecillinam	Hydrocarbons
pivmecillinam	Hydrocarbons, Cyclic
pivmecillinam	Lactams
pivmecillinam	Penicillins
pivmecillinam	Penicillins With Extended Spectrum
pivmecillinam	Polycyclic Compounds
pivmecillinam	Renal Agents
pivmecillinam	Sulfur Compounds
protriptyline	Adrenergic Agents
protriptyline	Adrenergic Uptake Inhibitors
protriptyline	Antidepressive Agents
protriptyline	Antidepressive Agents, Tricyclic
protriptyline	Benzocycloheptenes
protriptyline	Central Nervous System Agents
protriptyline	Central Nervous System Depressants
protriptyline	Combined Inhibitors of Serotonin/Norepinephrine Reuptake
protriptyline	Dibenzocycloheptenes
protriptyline	Hydrocarbons
protriptyline	Hydrocarbons, Aromatic
protriptyline	Hydrocarbons, Cyclic
protriptyline	Membrane Transport Modulators
protriptyline	Nervous System
protriptyline	Neurotransmitter Agents
protriptyline	Neurotransmitter Uptake Inhibitors
protriptyline	Non-Selective Monoamine Reuptake Inhibitors
protriptyline	P-glycoprotein/ABCB1 Inhibitors
protriptyline	Polycyclic Compounds
protriptyline	Polycyclic Hydrocarbons, Aromatic
protriptyline	Potential QTc-Prolonging Agents
protriptyline	Psychoanaleptics
protriptyline	Psychotropic Drugs
protriptyline	QTc Prolonging Agents
protriptyline	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
protriptyline	Serotonin Modulators
cholesterol	Cholestanes
cholesterol	Cholestenes
cholesterol	Lipids
cholesterol	Membrane Lipids
cholesterol	P-glycoprotein/ABCB1 Inhibitors
cholesterol	Polycyclic Compounds
cholesterol	Steroids
cholesterol	Sterols
galsulfase	Alimentary Tract and Metabolism
galsulfase	Amino Acids, Peptides, and Proteins
galsulfase	Arylsulfatases
galsulfase	Carbon-Oxygen Lyases
galsulfase	Chondroitinases and Chondroitin Lyases
galsulfase	Chondroitinsulfatases
galsulfase	Enzymes
galsulfase	Enzymes and Coenzymes
galsulfase	Esterases
galsulfase	Hydrolases
galsulfase	Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme
galsulfase	Lyases
galsulfase	Polysaccharide-Lyases
galsulfase	Proteins
galsulfase	Sulfatases
methylphenobarbital	Anticholinergic Agents
methylphenobarbital	Anticonvulsants
methylphenobarbital	Barbiturates
methylphenobarbital	Barbiturates and Derivatives
methylphenobarbital	Central Nervous System Agents
methylphenobarbital	Central Nervous System Depressants
methylphenobarbital	Cytochrome P-450 CYP2C19 Substrates
methylphenobarbital	Cytochrome P-450 Enzyme Inhibitors
methylphenobarbital	GABA Agents
methylphenobarbital	GABA Modulators
methylphenobarbital	Heterocyclic Compounds
methylphenobarbital	Heterocyclic Compounds, 1-Ring
methylphenobarbital	Hypnotics and Sedatives
methylphenobarbital	Nervous System
methylphenobarbital	Neurotransmitter Agents
methylphenobarbital	Nicotinic Antagonists
methylphenobarbital	Psycholeptics
methylphenobarbital	Pyrimidines
methylphenobarbital	Pyrimidinones
ledipasvir	Anti-Infective Agents
ledipasvir	Antiinfectives for Systemic Use
ledipasvir	Antiviral Agents
ledipasvir	Antivirals for Systemic Use
ledipasvir	Direct Acting Antivirals
ledipasvir	Heterocyclic Compounds
ledipasvir	Heterocyclic Compounds, 2-Ring
ledipasvir	Hydrocarbons
ledipasvir	Hydrocarbons, Aromatic
ledipasvir	Hydrocarbons, Cyclic
ledipasvir	P-glycoprotein/ABCB1 Inhibitors
ledipasvir	Polycyclic Compounds
ledipasvir	Polycyclic Hydrocarbons, Aromatic
zuclopenthixol	Adrenergic alpha-1 Receptor Antagonists
zuclopenthixol	Adrenergic alpha-2 Receptor Antagonists
zuclopenthixol	Adrenergic alpha-Antagonists
zuclopenthixol	Adrenergic Antagonists
zuclopenthixol	Antipsychotic Agents
zuclopenthixol	Antipsychotic Agents (First Generation [Typical])
zuclopenthixol	Central Nervous System Agents
zuclopenthixol	Central Nervous System Depressants
zuclopenthixol	Dopamine Agents
zuclopenthixol	Dopamine Antagonists
zuclopenthixol	Dopamine D2 Receptor Antagonists
zuclopenthixol	Heterocyclic Compounds
zuclopenthixol	Heterocyclic Compounds, 3-Ring
zuclopenthixol	Highest Risk QTc-Prolonging Agents
zuclopenthixol	Histamine Antagonists
zuclopenthixol	Histamine H1 Antagonists
zuclopenthixol	Nervous System
zuclopenthixol	Neurotransmitter Agents
zuclopenthixol	Psycholeptics
zuclopenthixol	Psychotropic Drugs
zuclopenthixol	QTc Prolonging Agents
zuclopenthixol	Serotonin 5-HT2 Receptor Antagonists
zuclopenthixol	Serotonin Receptor Antagonists
zuclopenthixol	Sulfur Compounds
zuclopenthixol	Thioxanthene Derivatives
zuclopenthixol	Thioxanthenes
zuclopenthixol	Tranquilizing Agents
zuclopenthixol	Xanthenes
zinc	Acetates
zinc	Acetic Acid
zinc	Acids
zinc	Acids, Acyclic
zinc	Acids, Noncarboxylic
zinc	Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use
zinc	Alimentary Tract and Metabolism
zinc	Anions
zinc	Basic Ointments and Protectants
zinc	Biomedical and Dental Materials
zinc	Blood and Blood Forming Organs
zinc	Blood Substitutes and Perfusion Solutions
zinc	Carboxylic Acids
zinc	Cardiovascular System
zinc	Chlorine Compounds
zinc	Copper Absorption Inhibitor
zinc	Cosmetics
zinc	Dental Agents
zinc	Diet, Food, and Nutrition
zinc	EENT Drugs, Miscellaneous
zinc	Electrolyte Solutions
zinc	Electrolytes
zinc	Elements
zinc	Fatty Acids
zinc	Fatty Acids, Volatile
zinc	Food
zinc	Food and Beverages
zinc	Growth Substances
zinc	Household Products
zinc	Hydrochloric Acid
zinc	I.V. Solution Additives
zinc	Ions
zinc	Lipids
zinc	Manufactured Materials
zinc	Metals
zinc	Metals, Heavy
zinc	Micronutrients
zinc	Minerals
zinc	Mouthwashes
zinc	Physiological Phenomena
zinc	Replacement Preparations
zinc	Skin Ulcer, drug therapy
zinc	Specialty Uses of Chemicals
zinc	Technology, Industry, and Agriculture
zinc	Trace Elements
zinc	Transition Elements
zinc	Various Alimentary Tract and Metabolism Products
zinc	Vasoprotectives
zinc	Zinc Compounds
pentobarbital	Adjuvants, Anesthesia
pentobarbital	Anticholinergic Agents
pentobarbital	Anticonvulsants
pentobarbital	Barbiturates
pentobarbital	Barbiturates, Plain
pentobarbital	Central Nervous System Agents
pentobarbital	Central Nervous System Depressants
pentobarbital	Cytochrome P-450 CYP2A6 Inducers
pentobarbital	Cytochrome P-450 CYP2A6 Inducers (strong)
pentobarbital	Cytochrome P-450 CYP3A Inducers
pentobarbital	Cytochrome P-450 CYP3A Inducers (strong)
pentobarbital	Cytochrome P-450 CYP3A4 Inducers
pentobarbital	Cytochrome P-450 CYP3A4 Inducers (strong)
pentobarbital	Cytochrome P-450 Enzyme Inducers
pentobarbital	GABA Agents
pentobarbital	GABA Modulators
pentobarbital	Heterocyclic Compounds
pentobarbital	Heterocyclic Compounds, 1-Ring
pentobarbital	Hypnotics and Sedatives
pentobarbital	Nervous System
pentobarbital	Neurotransmitter Agents
pentobarbital	Nicotinic Antagonists
pentobarbital	Psycholeptics
pentobarbital	Pyrimidines
pentobarbital	Pyrimidinones
rolitetracycline	Anti-Bacterial Agents
rolitetracycline	Anti-Infective Agents
rolitetracycline	Antibacterials for Systemic Use
rolitetracycline	Antiinfectives for Systemic Use
rolitetracycline	Cytochrome P-450 Enzyme Inhibitors
rolitetracycline	Hydrocarbons
rolitetracycline	Hydrocarbons, Aromatic
rolitetracycline	Hydrocarbons, Cyclic
rolitetracycline	Naphthacenes
rolitetracycline	Polycyclic Compounds
rolitetracycline	Polycyclic Hydrocarbons, Aromatic
rolitetracycline	Tetracyclines
acacia	Non-Standardized Plant Allergenic Extract
oprelvekin	Adjuvants, Immunologic
oprelvekin	Amino Acids, Peptides, and Proteins
oprelvekin	Antineoplastic and Immunomodulating Agents
oprelvekin	Biological Factors
oprelvekin	Cytokines
oprelvekin	Intercellular Signaling Peptides and Proteins
oprelvekin	Interleukins
oprelvekin	Peptides
oprelvekin	Proteins
ethopropazine	Adrenergic Agents
ethopropazine	Adrenergic Antagonists
ethopropazine	Anti-Parkinson Drugs
ethopropazine	Anticholinergic Agents
ethopropazine	Cholinergic Agents
ethopropazine	Heterocyclic Compounds
ethopropazine	Heterocyclic Compounds, 3-Ring
ethopropazine	Histamine Agents
ethopropazine	Muscarinic Antagonists
ethopropazine	Nervous System
ethopropazine	Neurotransmitter Agents
ethopropazine	NMDA Receptor Antagonists
ethopropazine	Sulfur Compounds
ethopropazine	Tertiary Amines
dupilumab	Amino Acids, Peptides, and Proteins
dupilumab	Anti-Asthmatic Agents
dupilumab	Antibodies
dupilumab	Blood Proteins
dupilumab	Globulins
dupilumab	Immunoglobulins
dupilumab	Immunoproteins
dupilumab	Interleukin-4 Receptor alpha Antagonist
dupilumab	Misc. Skin and Mucous Membrane Agents
dupilumab	Proteins
dupilumab	Serum Globulins
bos taurus skin	Non-Standardized Animal Skin Allergenic Extract
lomustine	Alkylating Agents
lomustine	Alkylating Drug
lomustine	Antineoplastic Agents
lomustine	Antineoplastic Agents, Alkylating
lomustine	Antineoplastic and Immunomodulating Agents
lomustine	Cytochrome P-450 Enzyme Inhibitors
lomustine	Immunosuppressive Agents
lomustine	Myelosuppressive Agents
lomustine	Nitroso Compounds
lomustine	Nitrosourea Compounds
lomustine	Nitrosoureas
lomustine	Noxae
lomustine	Toxic Actions
lomustine	Urea
flurazepam	Anti-Anxiety Agents
flurazepam	Benzazepines
flurazepam	Benzodiazepines and benzodiazepine derivatives
flurazepam	Benzodiazepinones
flurazepam	Central Nervous System Agents
flurazepam	Central Nervous System Depressants
flurazepam	Cytochrome P-450 Enzyme Inhibitors
flurazepam	GABA Agents
flurazepam	GABA Modulators
flurazepam	Heterocyclic Compounds
flurazepam	Heterocyclic Compounds, 2-Ring
flurazepam	Hypnotics and Sedatives
flurazepam	Nervous System
flurazepam	Neurotransmitter Agents
flurazepam	P-glycoprotein/ABCB1 Inhibitors
flurazepam	Psycholeptics
flurazepam	Psychotropic Drugs
flurazepam	Tranquilizing Agents
lofexidine	Adrenergic Agents
lofexidine	Adrenergic Agonists
lofexidine	Adrenergic alpha-2 Receptor Agonists
lofexidine	Adrenergic alpha-Agonists
lofexidine	Antihypertensive Agents
lofexidine	Azoles
lofexidine	Cardiovascular Agents
lofexidine	Central Nervous System Agents
lofexidine	Cytochrome P-450 CYP1A2 Substrates
lofexidine	Drugs Used in Addictive Disorders
lofexidine	Drugs Used in Opioid Dependence
lofexidine	Heterocyclic Compounds
lofexidine	Heterocyclic Compounds, 1-Ring
lofexidine	Hypotensive Agents
lofexidine	Imidazoles
lofexidine	Imidazolines
lofexidine	Nervous System
lofexidine	Neurotransmitter Agents
lofexidine	Peripheral Nervous System Agents
lofexidine	Sensory System Agents
lofexidine	Serotonin 5-HT2 Receptor Agonists
lofexidine	Serotonin Receptor Agonists
desloratadine	Antihistamines for Systemic Use
desloratadine	Benzocycloheptenes
desloratadine	Central Nervous System Depressants
desloratadine	Cholinergic Agents
desloratadine	Cyproheptadine
desloratadine	Cytochrome P-450 Enzyme Inhibitors
desloratadine	Dibenzocycloheptenes
desloratadine	Heterocyclic Compounds
desloratadine	Heterocyclic Compounds, 1-Ring
desloratadine	Histamine Agents
desloratadine	Histamine Antagonists
desloratadine	Histamine H1 Antagonists
desloratadine	Histamine H1 Antagonists, Non-Sedating
desloratadine	Hydrocarbons
desloratadine	Hydrocarbons, Aromatic
desloratadine	Hydrocarbons, Cyclic
desloratadine	Neurotransmitter Agents
desloratadine	P-glycoprotein/ABCB1 Inhibitors
desloratadine	Piperidines
desloratadine	Polycyclic Compounds
desloratadine	Polycyclic Hydrocarbons, Aromatic
desloratadine	Respiratory System
lucanthone	Anthelmintics
lucanthone	Anti-Infective Agents
lucanthone	Antiparasitic Agents
lucanthone	Antiplatyhelmintic Agents
lucanthone	Heterocyclic Compounds
lucanthone	Heterocyclic Compounds, 3-Ring
lucanthone	Schistosomicides
lucanthone	Sulfur Compounds
lucanthone	Thioxanthenes
lucanthone	Xanthenes
lucanthone	Xanthones
eculizumab	Amino Acids, Peptides, and Proteins
eculizumab	Antibodies
eculizumab	Antibodies, Monoclonal
eculizumab	Antineoplastic and Immunomodulating Agents
eculizumab	Blood Proteins
eculizumab	Complement Inactivating Agents
eculizumab	Globulins
eculizumab	Immunoglobulins
eculizumab	Immunoproteins
eculizumab	Immunosuppressive Agents
eculizumab	Proteins
eculizumab	Selective Immunosuppressants
eculizumab	Serum Globulins
betula papyrifera pollen	Non-Standardized Pollen Allergenic Extract
human vaccinia virus immune globulin	Human Immunoglobulin G
siltuximab	Amino Acids, Peptides, and Proteins
siltuximab	Antibodies
siltuximab	Antineoplastic Agents
siltuximab	Antineoplastic and Immunomodulating Agents
siltuximab	Blood Proteins
siltuximab	Globulins
siltuximab	Immunoglobulins
siltuximab	Immunoproteins
siltuximab	Immunosuppressive Agents
siltuximab	Interleukin Inhibitors
siltuximab	Interleukin-6 Antagonist
siltuximab	Proteins
siltuximab	Serum Globulins
palifermin	Amino Acids, Peptides, and Proteins
palifermin	Biological Factors
palifermin	Detoxifying Agents for Antineoplastic Treatment
palifermin	Fibroblast Growth Factors
palifermin	Intercellular Signaling Peptides and Proteins
palifermin	Mucocutaneous Epithelial Cell Growth Factor
palifermin	Peptides
palifermin	Proteins
pentoxyverine	Antitussive Agents
pentoxyverine	Central Nervous System Agents
pentoxyverine	Cough and Cold Preparations
pentoxyverine	Cycloparaffins
pentoxyverine	Hydrocarbons
pentoxyverine	Hydrocarbons, Alicyclic
pentoxyverine	Hydrocarbons, Cyclic
pentoxyverine	Macrocyclic Compounds
pentoxyverine	Polycyclic Compounds
pentoxyverine	Respiratory System
pentoxyverine	Respiratory System Agents
darifenacin	Anticholinergic Agents
darifenacin	Cholinergic Agents
darifenacin	CYP3A Substrates (Sensitive)
darifenacin	Cytochrome P-450 CYP2D6 Inhibitors
darifenacin	Cytochrome P-450 CYP2D6 Inhibitors (moderate)
darifenacin	Cytochrome P-450 CYP3A Substrates
darifenacin	Cytochrome P-450 Enzyme Inhibitors
darifenacin	Drugs for Urinary Frequency and Incontinence
darifenacin	Genito Urinary System and Sex Hormones
darifenacin	Heterocyclic Compounds
darifenacin	Heterocyclic Compounds, 1-Ring
darifenacin	Heterocyclic Compounds, 2-Ring
darifenacin	Muscarinic Antagonists
darifenacin	Neurotransmitter Agents
darifenacin	Urological Agents
darifenacin	Urologicals
oxyphenonium	Alimentary Tract and Metabolism
oxyphenonium	Amines
oxyphenonium	Ammonium Compounds
oxyphenonium	Anticholinergic Agents
oxyphenonium	Autonomic Agents
oxyphenonium	Cholinergic Agents
oxyphenonium	Drugs for Functional Gastrointestinal Disorders
oxyphenonium	Muscarinic Antagonists
oxyphenonium	Mydriatics
oxyphenonium	Neurotransmitter Agents
oxyphenonium	Nitrogen Compounds
oxyphenonium	Onium Compounds
oxyphenonium	Parasympatholytics
oxyphenonium	Peripheral Nervous System Agents
oxyphenonium	Quaternary Ammonium Compounds
oxyphenonium	Synthetic Anticholinergics, Quaternary Ammonium Compounds
cinacalcet	Anti-Parathyroid Agents
cinacalcet	Calcimimetic Agents
cinacalcet	Calcium Homeostasis
cinacalcet	Calcium-sensing Receptor Agonist
cinacalcet	Cytochrome P-450 CYP1A2 Substrates
cinacalcet	Cytochrome P-450 CYP2D6 Inhibitors
cinacalcet	Cytochrome P-450 CYP2D6 Inhibitors (strong)
cinacalcet	Cytochrome P-450 Enzyme Inhibitors
cinacalcet	Hormone Antagonists
cinacalcet	Hormones, Hormone Substitutes, and Hormone Antagonists
cinacalcet	Hydrocarbons
cinacalcet	Hydrocarbons, Aromatic
cinacalcet	Hydrocarbons, Cyclic
cinacalcet	Naphthalenes
cinacalcet	Other Miscellaneous Therapeutic Agents
cinacalcet	Polycyclic Compounds
cinacalcet	Polycyclic Hydrocarbons, Aromatic
cinacalcet	Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins
gefitinib	Antineoplastic Agents
gefitinib	Antineoplastic and Immunomodulating Agents
gefitinib	BCRP/ABCG2 Inhibitors
gefitinib	BCRP/ABCG2 Substrates
gefitinib	Cytochrome P-450 Enzyme Inhibitors
gefitinib	Enzyme Inhibitors
gefitinib	Heterocyclic Compounds
